FIPS13,YearBuilt,TotalUnits
"060133650021000","2005",1
"060133650021000","2006",1
"060133650021001","2004",1
"060133650021002","2001",1
"060133650021002","2017",1
"060133650021002","2005",2
"060133650021002","2007",2
"060133650021005","2004",3
"060133650021005","2006",4
"060133650021005","2001",7
"060133650021005","2000",20
"060133650021005","2007",33
"060133650021006","2007",43
"060133650021007","2006",25
"060133650021009","2007",11
"060133650021009","2006",17
"060133650021011","2006",28
"060133650021013","2000",4
"060133650021014","2000",4
"060133650021015","2007",12
"060133650021016","2002",1
"060133650021016","2004",2
"060133650021017","2001",1
"060133650021017","2002",1
"060133650021017","2005",1
"060133650021017","2006",2
"060133650021017","2003",3
"060133650021018","2004",2
"060133650021019","2006",1
"060133650021019","2007",1
"060133650021019","2005",2
"060133650021020","2003",1
"060133650021021","2005",1
"060133650021021","2007",1
"060133650021021","2002",2
"060133650021022","2003",1
"060133650021022","2007",2
"060133650021023","2000",52
"060133650021024","2004",1
"060133650021024","2005",1
"060133650021024","2007",2
"060133650022000","2003",3
"060133650022000","2002",4
"060133650022002","2003",4
"060133650022003","2003",1
"060133650022003","2005",2
"060133650022004","2000",1
"060133650022004","2001",1
"060133650022004","2005",1
"060133650022004","2002",2
"060133650022004","2004",2
"060133650022004","2006",2
"060133650022005","2006",4
"060133650022006","2004",2
"060133650022006","2006",2
"060133650022006","2002",4
"060133650022007","2001",1
"060133650022009","2002",1
"060133650022009","2003",1
"060133650022009","2007",1
"060133650022009","2009",1
"060133650022009","2014",1
"060133650022009","2015",1
"060133650022009","2001",2
"060133650022010","2004",1
"060133650022010","2005",1
"060133650022011","2007",1
"060133650022011","2003",6
"060133650022011","2004",7
"060133650022012","2003",4
"060133650022012","2004",5
"060133650022012","2005",7
"060133650022013","2003",1
"060133650022013","2004",1
"060133650022013","2006",1
"060133650022013","2005",2
"060133650022014","2008",1
"060133650022014","2006",2
"060133650022015","2001",1
"060133650022015","2003",1
"060133650022015","2004",1
"060133650022015","2005",1
"060133650023013","2004",1
"060133650023019","2006",11
"060133650023029","2007",1
"060133650023030","2003",1
"060133650023034","2007",2
"060133650023035","2002",1
"060133650023035","2004",1
"060133650023035","2005",2
"060133650023036","2003",1
"060133650023036","2005",4
"060133650023037","2004",1
"060133650023037","2007",1
"060133650023037","2006",2
"060133650023038","2007",1
"060133650023039","2005",1
"060133650023039","2006",1
"060133650023039","2003",2
"060133650023048","2007",2
"060133650023049","2005",1
"060133650023049","2004",2
"060133650023050","2000",1
"060133650023050","2002",1
"060133650023051","2004",1
"060133650023051","2005",2
"060133650023052","2005",2
"060133650023053","2004",1
"060133650023053","2005",1
"060133650023053","2007",2
"060133650023054","2001",1
"060133650023054","2006",1
"060133650023054","2005",2
"060133650023054","2007",2
"060133650023055","2003",1
"060133650023055","2005",1
"060133650023055","2006",4
"060133650023056","2003",1
"060133650023058","2002",1
"060133650023058","2006",2
"060133650023059","2002",1
"060133650023059","2004",1
"060133650023060","2006",1
"060133650023060","2004",30
"060133650023073","2005",1
"060133650023073","2017",1
"060133650023073","2004",2
"060133650023074","2004",1
"060133650023074","2005",1
"060133650023076","2005",2
"060133650023077","2005",1
"060133650023077","2003",3
"060133650023078","2001",1
"060133650023078","2014",1
"060133650031004","2005",113
"060133650031005","2005",20
"060133650031006","2005",19
"060133650031007","2005",6
"060133650031008","2005",6
"060133650033008","2003",200
"060133660011001","2006",1
"060133660011004","2009",1
"060133660011008","2014",1
"060133660011009","2015",1
"060133660011015","2017",1
"060133660012000","2000",2
"060133660012002","2005",1
"060133660012005","2001",1
"060133660012005","2002",1
"060133660012005","2003",1
"060133660012005","2005",1
"060133660012008","2007",1
"060133660012008","2005",2
"060133660012009","2002",1
"060133660012009","2004",1
"060133660013001","2004",1
"060133660013003","2000",1
"060133660013005","2001",1
"060133660013005","2006",1
"060133660013005","2007",1
"060133660013011","2004",1
"060133660013011","2006",2
"060133660021002","2003",1
"060133660021003","2004",2
"060133660021004","2007",2
"060133660021005","2003",3
"060133660021006","2002",1
"060133660021008","2004",1
"060133660022001","2002",2
"060133660022004","2004",1
"060133660022004","2005",1
"060133660022005","2010",1
"060133660022006","2006",1
"060133660022008","2016",1
"060133660022012","2005",1
"060133660023001","2003",3
"060133660023002","2005",1
"060133660023002","2006",1
"060133660023004","2004",1
"060133660023004","2005",1
"060133660023004","2011",1
"060133660023004","2013",1
"060133660023004","2016",1
"060133660023004","2017",1
"060133660023004","2007",3
"060133660023004","2006",55
"060133660023006","2007",86
"060133660023007","2006",20
"060133660023008","2005",1
"060133660023008","2017",1
"060133660023013","2002",1
"060133660023013","2007",1
"060133660023013","2014",1
"060133660023014","2000",1
"060133660023014","2004",1
"060133660023018","2005",1
"060133671004007","2002",1
"060133672002017","2009",8
"060133672002017","2010",11
"060133672002017","2008",23
"060133672002017","2014",25
"060133672002017","2004",26
"060133672002017","2005",28
"060133672002017","2015",33
"060133672002017","2003",46
"060133672002018","2002",21
"060133672002018","2003",27
"060133672002019","2002",21
"060133672002020","2002",9
"060133672002020","2004",25
"060133672002020","2005",27
"060133672002020","2003",61
"060133680011000","2001",1
"060133680011005","2002",1
"060133680011005","2005",1
"060133680011007","2003",1
"060133680011008","2000",1
"060133680011008","2009",1
"060133680012000","2005",1
"060133680012000","2000",2
"060133680012001","2005",1
"060133680012001","2006",1
"060133680012003","2005",1
"060133680012005","2008",1
"060133680012006","2003",1
"060133680012007","2003",1
"060133680012007","2017",1
"060133680012008","2007",1
"060133680012011","2003",1
"060133680013002","2004",1
"060133680013002","2007",1
"060133680013004","2002",1
"060133680013005","2017",1
"060133680013008","2006",1
"060133680013008","2001",2
"060133680013009","2017",1
"060133680013012","2002",1
"060133680013012","2005",2
"060133680014000","2003",1
"060133680014000","2007",1
"060133680014001","2002",1
"060133680014002","2004",1
"060133680014004","2006",1
"060133680014006","2001",1
"060133680014006","2005",1
"060133680014007","2008",1
"060133680014008","2008",1
"060133680014008","2016",1
"060133680014009","2004",1
"060133680014010","2000",1
"060133680014010","2005",1
"060133680014012","2000",1
"060133680021002","2005",1
"060133680021005","2007",84
"060133680021007","2017",1
"060133680021009","2003",2
"060133680021011","2002",1
"060133680021011","2005",1
"060133680021011","2003",2
"060133680021011","2015",2
"060133680021011","2001",3
"060133680021012","2000",1
"060133680021012","2007",1
"060133680022004","2003",1
"060133680022004","2010",1
"060133680022004","2007",2
"060133680022015","2002",1
"060133680022015","2007",1
"060133680022016","2014",1
"060133690011000","2006",1
"060133690011001","2005",1
"060133690011010","2008",1
"060133690011014","2001",1
"060133690012013","2003",1
"060133690012013","2006",1
"060133690012016","2002",1
"060133690012016","2010",1
"060133690012017","2002",82
"060133690013001","2006",1
"060133690013003","2004",1
"060133690013003","2007",1
"060133690013005","2005",1
"060133690013005","2006",1
"060133690013006","2017",1
"060133690013007","2013",1
"060133690013012","2007",1
"060133690014008","2001",1
"060133690021007","2000",1
"060133690022001","2002",1
"060133690022005","2009",1
"060133690022008","2001",1
"060133690022008","2003",1
"060133690022010","2003",1
"060133690022010","2005",1
"060133690022010","2009",1
"060133690022010","2007",2
"060133690022011","2003",1
"060133690022012","2001",1
"060133690023000","2008",1
"060133690023000","2000",2
"060133690023002","2017",1
"060133690023009","2010",1
"060133690023013","2009",1
"060133690023014","2000",1
"060133700001019","2004",1
"060133700003019","2016",1
"060133700003019","2014",2
"060133710001000","2002",1
"060133710001001","2007",1
"060133710001006","2016",1
"060133710001006","2017",1
"060133710001007","2004",2
"060133710001008","2003",1
"060133710001009","2007",1
"060133710003011","2002",1
"060133710003012","2003",1
"060133710004010","2003",1
"060133710004011","2005",1
"060133710005010","2017",1
"060133710006012","2000",1
"060133710006015","2000",1
"060133720001004","2002",1
"060133720001011","2004",1
"060133720001012","2007",1
"060133720001013","2005",1
"060133720003009","2016",1
"060133720004010","2001",1
"060133720005003","2001",1
"060133720005009","2007",1
"060133720005009","2017",1
"060133720005010","2007",1
"060133720006002","2003",1
"060133720007003","2002",1
"060133720007005","2004",1
"060133720007006","2003",1
"060133730001000","2007",1
"060133730001002","2017",1
"060133730001003","2003",1
"060133730001003","2006",1
"060133730001010","2000",1
"060133730001011","2007",1
"060133730001012","2008",1
"060133730001013","2016",1
"060133730002000","2002",1
"060133730002000","2003",1
"060133730002001","2001",1
"060133730002003","2002",1
"060133730002003","2003",1
"060133730002015","2013",1
"060133730003014","2003",1
"060133730003015","2007",1
"060133730003019","2007",8
"060133730003022","2003",1
"060133730003022","2007",2
"060133740001007","2012",1
"060133740001012","2006",5
"060133740001013","2003",1
"060133740002006","2014",1
"060133740002009","2006",1
"060133740002013","2007",1
"060133740004002","2007",1
"060133740004002","2006",3
"060133740004003","2005",2
"060133740004013","2006",2
"060133750001001","2008",1
"060133750001005","2000",18
"060133750001009","2015",1
"060133750001016","2007",2
"060133750002002","2015",1
"060133750002008","2007",1
"060133750002009","2000",1
"060133750002014","2002",1
"060133750003000","2004",1
"060133750003000","2005",1
"060133760001003","2016",1
"060133760001003","2017",1
"060133760001004","2002",1
"060133760001005","2005",1
"060133760001009","2002",1
"060133760001010","2003",1
"060133760001010","2005",1
"060133760001011","2004",1
"060133760001012","2001",1
"060133760001012","2003",1
"060133760001012","2005",1
"060133760002001","2004",1
"060133760002002","2002",1
"060133760002002","2003",1
"060133760002003","2003",1
"060133760002004","2002",1
"060133760002004","2005",1
"060133760002004","2006",1
"060133760002004","2015",1
"060133760002009","2003",1
"060133760002010","2002",2
"060133760002012","2003",1
"060133760002012","2004",1
"060133760002012","2005",1
"060133760002013","2003",1
"060133760002013","2005",1
"060133760002014","2006",1
"060133760002017","2001",1
"060133760002021","2003",1
"060133760002021","2004",2
"060133760002023","2005",1
"060133760002024","2002",3
"060133760003000","2001",1
"060133760003000","2003",1
"060133760003000","2005",1
"060133760003008","2004",10
"060133760003008","2003",71
"060133760003010","2004",17
"060133760003010","2003",22
"060133760003013","2003",12
"060133760004000","2001",1
"060133760004000","2013",1
"060133760004002","2002",1
"060133760004006","2002",1
"060133760004007","2003",1
"060133760004009","2004",1
"060133760004010","2005",1
"060133770001000","2003",8
"060133770001008","2004",1
"060133770001008","2006",1
"060133770001011","2015",1
